ConceptId,ProviderId,DataCenter,VersionId,MetadataFormat
C1214599976-SCIOPS,SCIOPS,UK/NERC/BAS/AEDC,Not provided,dif
C1214598364-SCIOPS,SCIOPS,NO/MET,Not Available,dif
C1214597998-SCIOPS,SCIOPS,CN/FENGYUN,Not provided,dif
C1214584192-SCIOPS,SCIOPS,UCAR/NCAR/HAO/CEDAR,Not provided,dif
C1214594681-SCIOPS,SCIOPS,UK/NERC/BAS/PDC,Not provided,dif
C1214106172-SCIOPS,SCIOPS,UCAR/NCAR/CISL/RDA,Not provided,dif
C1214155341-SCIOPS,SCIOPS,IAI-DIS,Not provided,dif
C1214615584-SCIOPS,SCIOPS,CA/STATSCAN/AS/QU,Not provided,dif
C1214622063-SCIOPS,SCIOPS,IOBIS,Not provided,dif
C1214600180-SCIOPS,SCIOPS,KR/KOPRI,Not provided,dif
C1214608263-SCIOPS,SCIOPS,JP/JODC,Not provided,dif
C1214586723-SCIOPS,SCIOPS,DE/GFZ/ISDC,0.0,dif
C1214610497-SCIOPS,SCIOPS,UCAR/NCAR/EOL/CODIAC,Not provided,dif
C1214603509-SCIOPS,SCIOPS,UC-BERKELEY/MVZ,Not provided,dif
C1214613616-SCIOPS,SCIOPS,MONTCLAIR/EES,Not provided,dif
C1214584264-SCIOPS,SCIOPS,NASA/GSFC/SED/ESD/LA/ACDB,Not provided,dif
C1214586798-SCIOPS,SCIOPS,UNAVCO,Not provided,dif
C1214155367-SCIOPS,SCIOPS,CGIAR/ICRAF/WAC,Not provided,dif
C1214597578-SCIOPS,SCIOPS,CN/FENGYUN,Not provided,dif
C1214614860-SCIOPS,SCIOPS,NASA/GSFC/SED/HSD/SPL/RHESSI,Not provided,dif
C1214585964-SCIOPS,SCIOPS,DOI/USGS/CMG,1.0,dif
C1214591781-SCIOPS,SCIOPS,NZ/NZAI/ANZ,Not provided,dif
C1214602700-SCIOPS,SCIOPS,UN/OLA,Not provided,dif
C1214155169-SCIOPS,SCIOPS,CEDARE,Not provided,dif
C1214155280-SCIOPS,SCIOPS,IAI-DIS,Not provided,dif
C1214607613-SCIOPS,SCIOPS,CA/NRCAN/CFS/PFC,Not provided,dif
C1214608782-SCIOPS,SCIOPS,CA/NRCAN/CTIS,Not provided,dif
C1214603213-SCIOPS,SCIOPS,IUCN,Not provided,dif
C1214621512-SCIOPS,SCIOPS,CA/NS/MRB,Not provided,dif
C1214600326-SCIOPS,SCIOPS,KR/KOPRI,Not provided,dif
C1450868290-SCIOPS,SCIOPS,COLUMBIA/LDEO/MGDS,Not provided,dif10
C1214610507-SCIOPS,SCIOPS,UCAR/NCAR/EOL/CODIAC,Not provided,dif
C1214591558-SCIOPS,SCIOPS,NZ/NZAI/ANZ,Not provided,dif
C1214136148-SCIOPS,SCIOPS,DHHS/NIH/NLM/NCBI/GB,Not provided,dif
C1214587014-SCIOPS,SCIOPS,UNEP/DEWA,Not provided,dif
C1214613926-SCIOPS,SCIOPS,UCAR/NCAR/CISL/VETS/CDP,Not provided,dif
C1214600254-SCIOPS,SCIOPS,KR/KOPRI,Not provided,dif
C1214595440-SCIOPS,SCIOPS,JP/MEXT/NIPR,Not provided,dif
C1214594421-SCIOPS,SCIOPS,PRIC,Not provided,dif
C1214594012-SCIOPS,SCIOPS,USAP/DCC,Not provided,dif
C1214613405-SCIOPS,SCIOPS,BGSU/GEOL,Not provided,dif
C1366325351-SCIOPS,SCIOPS,DOC/NOAA/NESDIS/NCDC,Version 2,dif
C1214600230-SCIOPS,SCIOPS,KR/KOPRI,Version 1.2,dif
C1214608423-SCIOPS,SCIOPS,UK/NCAS/BADC,Not provided,dif
C1214055317-SCIOPS,SCIOPS,UCAR/NCAR/CISL/RDA,Not provided,dif
C1214591460-SCIOPS,SCIOPS,ES/CPE/CNDA,Not provided,dif
C1214605833-SCIOPS,SCIOPS,JGOFS/US_JGOFS,Not provided,dif
C1214612066-SCIOPS,SCIOPS,NASA/GSFC/SED/ESD/GISS,Not provided,dif
C1214598153-SCIOPS,SCIOPS,IOBIS/OBIS-US,Not provided,dif
C1214610534-SCIOPS,SCIOPS,UK/NERC/PML,Not provided,dif
C1407192540-SCIOPS,SCIOPS,NSIDC_AGDC,1,dif
C1214587373-SCIOPS,SCIOPS,COLUMBIA/LDEO/MGDS,Not provided,dif
C1214621451-SCIOPS,SCIOPS,LSU/DGA,Not provided,dif
C1214602379-SCIOPS,SCIOPS,ACADIS,Not provided,dif
C1214608508-SCIOPS,SCIOPS,DOI/USGS/BRD/CERC,Not provided,dif
C1214610729-SCIOPS,SCIOPS,UDEL/GEOG/CCR,Not provided,umm-json
C1214592924-SCIOPS,SCIOPS,NZ/NZAI/ANZ,Not provided,dif
C1214608238-SCIOPS,SCIOPS,TX/RRC,Not provided,dif
C1214595006-SCIOPS,SCIOPS,IOBIS,Not provided,dif
C1214597811-SCIOPS,SCIOPS,U-NCL/EDDI,Not provided,dif
C1214106161-SCIOPS,SCIOPS,UCAR/NCAR/CISL/RDA,Not provided,dif
C1214056411-SCIOPS,SCIOPS,UCAR/NCAR/CISL/RDA,Not provided,dif
C1214606274-SCIOPS,SCIOPS,DOI/USGS/BRD/ER/SSP,Not provided,dif
C1214602380-SCIOPS,SCIOPS,ACADIS,Not provided,dif
C1214590799-SCIOPS,SCIOPS,UK/NCAS/BADC,Not provided,dif
C1214585791-SCIOPS,SCIOPS,BR/INPE/DGI,Not provided,dif
C1214621660-SCIOPS,SCIOPS,UAK-F/BW/IAB,Not provided,dif
C1221420676-SCIOPS,SCIOPS,NSIDC,Not provided,dif
C1214603660-SCIOPS,SCIOPS,JP/JAMSTEC,Not provided,dif
C1214599912-SCIOPS,SCIOPS,UNEP/DEWA/GRID-EUROPE,Not provided,dif
C1214621228-SCIOPS,SCIOPS,DOI/USGS/GD/PUBS/WR/GEOPUBS,Not provided,dif
C1214427448-SCIOPS,SCIOPS,DOC/NOAA/OAR/ESRL/GMD/HATS,Not provided,dif
C1214603718-SCIOPS,SCIOPS,UN/FAO/FAOSTAT,Not provided,dif
C1214612448-SCIOPS,SCIOPS,NATURESERVE-CA,Not provided,dif
C1214155426-SCIOPS,SCIOPS,ICSU/SCAR/SCAR-MARBIN,Not provided,dif
C1214611443-SCIOPS,SCIOPS,AR/CDA,Not provided,dif
C1214585951-SCIOPS,SCIOPS,JP/HPFES,Not provided,dif
C1214055342-SCIOPS,SCIOPS,UCAR/NCAR/CISL/RDA,Not provided,dif
C1214610347-SCIOPS,SCIOPS,USDA/ERS,Not provided,dif
C1214607862-SCIOPS,SCIOPS,USDA/ERS,Not provided,dif
C1214584905-SCIOPS,SCIOPS,DHS/CG/NRC,Not provided,dif
C1214603325-SCIOPS,SCIOPS,PURDUE/AG/AGRON,Not provided,dif
C1214594322-SCIOPS,SCIOPS,UK/NERC/BODC,Not provided,dif
C1214591275-SCIOPS,SCIOPS,UNEP/ROAP,Not provided,dif
C1214586637-SCIOPS,SCIOPS,IOBIS/OBIS-SEAMAP,Not provided,dif
C1214608584-SCIOPS,SCIOPS,UK/NERC/BAS/AEDC,Not provided,dif
C1214601990-SCIOPS,SCIOPS,IN/NIO,Not provided,dif
C1214591585-SCIOPS,SCIOPS,NZ/NZAI/ANZ,Not provided,dif
C1214621819-SCIOPS,SCIOPS,USDA/FS/SRS/SGCP,Not provided,dif
C1214598278-SCIOPS,SCIOPS,NSIDC,Not provided,dif
C1214613432-SCIOPS,SCIOPS,IL/DNR/WS/MRCC,Not provided,dif
C1214606816-SCIOPS,SCIOPS,USDA/NRCS/NWCC,Not provided,dif
C1214110951-SCIOPS,SCIOPS,UCAR/NCAR/CISL/RDA,Not provided,dif
C1214606249-SCIOPS,SCIOPS,DOD/USARMY/USACE/CHL/FRF,Not provided,dif
C1214607998-SCIOPS,SCIOPS,UMD/GLCF,Not provided,dif
C1214614415-SCIOPS,SCIOPS,DOI/USGS/CHESAPEAKE,Not provided,dif
C1219768030-SCIOPS,SCIOPS,DOI/USGS/CMG,version 1,dif
C1214613186-SCIOPS,SCIOPS,DOI/USGS/CMG/WHSC,Not provided,dif
C1214615643-SCIOPS,SCIOPS,IT/CNR/IBIMET,Not provided,dif
C1214605378-SCIOPS,SCIOPS,UMAINE/GGGRC,Not provided,dif
C1214599938-SCIOPS,SCIOPS,CRED,Not provided,dif
C1214600081-SCIOPS,SCIOPS,KR/KOPRI,Not provided,dif
C1214615607-SCIOPS,SCIOPS,CA/NRCAN/ESS/GC/MSB,Not provided,dif
C1214587399-SCIOPS,SCIOPS,COLUMBIA/LDEO/MGDS,Not provided,dif
C1214600401-SCIOPS,SCIOPS,ACADIS,Not provided,dif
C1214607749-SCIOPS,SCIOPS,CA/NRCAN/ESS/GSC/ATL,Not provided,dif
C1214155590-SCIOPS,SCIOPS,AQUAMEDIA,Not provided,dif
C1359253429-SCIOPS,SCIOPS,DOC/NOAA/NESDIS/NCDC,Not provided,dif
C1214154913-SCIOPS,SCIOPS,LTER/VCR,Not provided,dif
C1214612350-SCIOPS,SCIOPS,USF/ISB,Not provided,dif
C1214608560-SCIOPS,SCIOPS,WR/WRCC,Not provided,dif
C1214600490-SCIOPS,SCIOPS,ACADIS,Not provided,dif
C1214586611-SCIOPS,SCIOPS,DE/GFZ/ISDC,1.0,dif
C1214598128-SCIOPS,SCIOPS,IOW,Not provided,dif
C1214053452-SCIOPS,SCIOPS,UCAR/NCAR/CISL/RDA,Not provided,dif
C1214603288-SCIOPS,SCIOPS,IEA,Not provided,dif
C1214613827-SCIOPS,SCIOPS,INTERMAGNET,Not provided,dif
C1214608720-SCIOPS,SCIOPS,COLUMBIA/LDEO,Not provided,dif
C1214600302-SCIOPS,SCIOPS,KR/KOPRI,Not provided,dif
C1214620948-SCIOPS,SCIOPS,IT/INGV,Not provided,dif
C1214614907-SCIOPS,SCIOPS,DOI/USGS/PUBS/ER/PW/OFS,1.0,dif
C1214593905-SCIOPS,SCIOPS,DOI/USGS/SESC/SOFIA,Not provided,dif
C1214584338-SCIOPS,SCIOPS,EC/NAVY/INOCAR,Not provided,dif
C1214605437-SCIOPS,SCIOPS,KR/KOPRI,Not provided,dif
C1214155046-SCIOPS,SCIOPS,LTER/GCE,Not provided,dif
C1214607909-SCIOPS,SCIOPS,CA/NRCAN/CFS/AFC,Not provided,dif
C1214593745-SCIOPS,SCIOPS,NZ/NZAI/ANZ,Not provided,dif
C1214599727-SCIOPS,SCIOPS,KR/KOPRI,Not provided,dif
C1214584796-SCIOPS,SCIOPS,IGBP/IGAC/GEIA,Not provided,dif
C1214610572-SCIOPS,SCIOPS,NO/NMDC/IMR,Not provided,dif
C1214587162-SCIOPS,SCIOPS,CN/NADC,Not provided,dif
C1214591606-SCIOPS,SCIOPS,NZ/NZAI/ANZ,Not provided,dif
C1214608894-SCIOPS,SCIOPS,UCAR/NCAR/EOL/CODIAC,Not provided,dif
C1214138025-SCIOPS,SCIOPS,DHHS/NIH/NLM/NCBI,Not provided,dif
C1214591880-SCIOPS,SCIOPS,NZ/NZAI/ANZ,Not provided,dif
C1214593943-SCIOPS,SCIOPS,NZ/NZAI/ANZ,Not provided,dif
C1214600650-SCIOPS,SCIOPS,ACADIS,Not provided,dif
C1214593918-SCIOPS,SCIOPS,NSIDC_AGDC,Not provided,dif
C1214621611-SCIOPS,SCIOPS,FI/MTC/FIMR,Not provided,dif
C1214598030-SCIOPS,SCIOPS,TH/MSTE/GISTDA,Not provided,dif
C1214609060-SCIOPS,SCIOPS,UHI/SOEST/HIGP,Not provided,dif
C1214603015-SCIOPS,SCIOPS,UC-SB/DES,Not provided,dif
C1386801853-SCIOPS,SCIOPS,UWI-MAD/ICECUBE,Not provided,dif
C1214605996-SCIOPS,SCIOPS,UK/NERC/BODC,Not provided,dif
C1214600340-SCIOPS,SCIOPS,COLUMBIA/LDEO,Not provided,dif
C1214589993-SCIOPS,SCIOPS,UNISA/DIFARMA,Not provided,dif
C1214592160-SCIOPS,SCIOPS,MA/MASSGIS,Not provided,dif
C1214584253-SCIOPS,SCIOPS,UNH/EOS/CSRC/EOS-EARTHDATA,Not provided,dif
C1214154814-SCIOPS,SCIOPS,LTER/VCR,Not provided,dif
C1214591323-SCIOPS,SCIOPS,NZ/NZAI/ANZ,Not provided,dif
C1214607947-SCIOPS,SCIOPS,OCEANOR,Not provided,dif
C1214591473-SCIOPS,SCIOPS,NZ/NZAI/ANZ,Not provided,dif
C1214607860-SCIOPS,SCIOPS,USDA/NASS,Not provided,dif
C1214605327-SCIOPS,SCIOPS,UNEP/DEWA/GRID-EUROPE,Not provided,dif
C1214613258-SCIOPS,SCIOPS,RUTGERS/IMCS/COOL,Not provided,dif
C1214615447-SCIOPS,SCIOPS,CA/NRCAN/ESS/GSC/ATL,Not provided,dif
C1214599617-SCIOPS,SCIOPS,KR/KOPRI,Not provided,dif
C1214584437-SCIOPS,SCIOPS,PK/MST/NIO,Not provided,dif
C1214611072-SCIOPS,SCIOPS,UNEP/ROAP,Not provided,dif
C1214056352-SCIOPS,SCIOPS,UCAR/NCAR/CISL/RDA,Not provided,dif
C1214610374-SCIOPS,SCIOPS,USDA/ERS,Not provided,dif
C1214591831-SCIOPS,SCIOPS,USAP/DCC,Not provided,dif
C1214614846-SCIOPS,SCIOPS,DOD/USNAVY/NRL/OCEANOGRAPHY,Not provided,dif
C1214584918-SCIOPS,SCIOPS,DOT/BTS,Not provided,dif
C1214592159-SCIOPS,SCIOPS,MA/MASSGIS,Not provided,dif
C1214607811-SCIOPS,SCIOPS,USDA/NASS,Not provided,dif
C1214591804-SCIOPS,SCIOPS,DOI/USGS/SESC/SOFIA,Not provided,dif
C1214609925-SCIOPS,SCIOPS,DOD/NGA,Not provided,dif
C1214427844-SCIOPS,SCIOPS,DOC/NOAA/OAR/ESRL/GSD/,Not provided,dif
C1214608041-SCIOPS,SCIOPS,UMD/GLCF,Not provided,dif
C1214606681-SCIOPS,SCIOPS,DOI/USGS/WRD/NAWQA,Not provided,dif
C1214584389-SCIOPS,SCIOPS,AU/AFFA/BRS,Not provided,dif
C1214607822-SCIOPS,SCIOPS,USDA/ERS,Not provided,dif
C1214612312-SCIOPS,SCIOPS,USDA/FAS,Not provided,dif
C1214608487-SCIOPS,SCIOPS,CA/NRCAN/ESS/GC/CCRS/GEO/ATLAS,Not provided,dif
C1214614402-SCIOPS,SCIOPS,DARTMOUTH/THAYER,Not provided,dif
C1221420713-SCIOPS,SCIOPS,USAP/DCC,Not provided,dif
C1214621130-SCIOPS,SCIOPS,DOI/USGS/PUBS/ER/PW/OFS,1.0,dif
C1214420472-SCIOPS,SCIOPS,DOC/NOAA/NMFS/NEFSC,Not provided,dif
C1214587287-SCIOPS,SCIOPS,COLUMBIA/LDEO/MGDS,Not provided,dif
C1214612079-SCIOPS,SCIOPS,COLUMBIA/LDEO,Not provided,dif
C1214621363-SCIOPS,SCIOPS,UC-DAVIS/DES/ICE,Not provided,dif
C1214612127-SCIOPS,SCIOPS,COLUMBIA/LDEO,Not provided,dif
C1214587263-SCIOPS,SCIOPS,COLUMBIA/LDEO/MGDS,Not provided,dif
C1214593785-SCIOPS,SCIOPS,DOI/USGS/SESC/SOFIA,Not provided,dif
C1214611887-SCIOPS,SCIOPS,UN/CARTO,Not provided,dif
C1214586761-SCIOPS,SCIOPS,NL/NWO/NIOZ,Not provided,dif
C1221971271-SCIOPS,SCIOPS,DOE/ORNL/NGEE_ARCTIC,Not provided,dif
C1214606939-SCIOPS,SCIOPS,USDA/FS/NCRS,Not provided,dif
C1214601693-SCIOPS,SCIOPS,ACADIS,Not provided,dif
C1214598548-SCIOPS,SCIOPS,KR/KOPRI,Not provided,dif
C1214155204-SCIOPS,SCIOPS,EEA/ETCACC,2.0,dif
C1214419999-SCIOPS,SCIOPS,DOC/NOAA/NESDIS/OSDPD,Not provided,dif
C1359250457-SCIOPS,SCIOPS,DOC/NOAA/NESDIS/NCDC,Not provided,dif
C1214610927-SCIOPS,SCIOPS,CA/PARKS,Not provided,dif
C1214155501-SCIOPS,SCIOPS,ICSU/SCAR/SCAR-MARBIN,Not provided,dif
C1214604074-SCIOPS,SCIOPS,DOI/USGS/CMG/WRCMG,Not provided,dif
C1214599000-SCIOPS,SCIOPS,KR/KOPRI,Not provided,dif
C1214600452-SCIOPS,SCIOPS,ACADIS,Not provided,dif
C1214584994-SCIOPS,SCIOPS,DOE/ORNL/ESD/CDIAC,Trends Online,dif
C1214422706-SCIOPS,SCIOPS,DOC/NOAA/NOS/OCS/HSD,Not provided,dif
C1214593721-SCIOPS,SCIOPS,NZ/NZAI/ANZ,Not provided,dif
C1214430653-SCIOPS,SCIOPS,DOC/NOAA/OAR/ESRL/PSD/ETL,Not provided,dif
C1214136074-SCIOPS,SCIOPS,DHHS/NIH/NLM/NCBI/GB,Not provided,dif
C1214155589-SCIOPS,SCIOPS,GLOBEC/US_GLOBEC,Not provided,dif
C1214586020-SCIOPS,SCIOPS,DE/GFZ/ISDC,A,dif
C1214613221-SCIOPS,SCIOPS,DOI/USGS/WRD/GIS,Edition 1.0,dif
C1214598672-SCIOPS,SCIOPS,KR/KOPRI,Not provided,dif
C1214608250-SCIOPS,SCIOPS,RRES/GCTE SOMNET/EUROSOMNET,Not provided,dif
C1214594272-SCIOPS,SCIOPS,COLUMBIA/LDEO/MGDS,Not provided,dif
C1214608126-SCIOPS,SCIOPS,DOI/USGS/BRD/NPWRC,Version 16JUL97,dif
C1214598115-SCIOPS,SCIOPS,UAL-H/ITSC,Not provided,dif
C1214584895-SCIOPS,SCIOPS,EPA/OTAQ,Not provided,dif
C1221420724-SCIOPS,SCIOPS,SE/ME/SMHI,1,dif
C1214603930-SCIOPS,SCIOPS,DOI/USGS/CSAS/USGS-NPS-VCP,Final,dif
C1214588811-SCIOPS,SCIOPS,UWA/ESS,Not provided,dif
C1214603534-SCIOPS,SCIOPS,UNEP/WCMC,Not provided,dif
C1214611997-SCIOPS,SCIOPS,COLUMBIA/LDEO,Not provided,dif
C1214594308-SCIOPS,SCIOPS,COLUMBIA/LDEO/MGDS,Not provided,dif
C1214591361-SCIOPS,SCIOPS,NZ/NZAI/ANZ,Not provided,dif
C1214593314-SCIOPS,SCIOPS,USAP/DCC,Not provided,dif
C1214615618-SCIOPS,SCIOPS,DOI/USGS/WRD/GIS,1.0,dif
C1214591671-SCIOPS,SCIOPS,MA/CZM,Not provided,dif
C1214590847-SCIOPS,SCIOPS,USC/BARUCH/BMFL/NIWB,Not provided,dif
C1214603374-SCIOPS,SCIOPS,UNFCCC,Not provided,dif
C1214609800-SCIOPS,SCIOPS,UNH/EOS/CSRC/EOS-EARTHDATA,Not provided,dif
C1214584929-SCIOPS,SCIOPS,"WDC/METEOROLOGY, OBNINSK",Not provided,dif
C1214595279-SCIOPS,SCIOPS,SE/ME/SMHI,1.0,dif
C1214591545-SCIOPS,SCIOPS,NZ/NZAI/ANZ,Not provided,dif
C1214622236-SCIOPS,SCIOPS,DOI/USGS/GD/PUBS/WR/GEOPUBS,Not provided,dif
C1214622322-SCIOPS,SCIOPS,DOI/USGS/ENERGY/CR/CET,Version 1.0 Online Only,dif
C1214593930-SCIOPS,SCIOPS,PRBO/CADC,1.0,dif
C1214586095-SCIOPS,SCIOPS,IOBIS,1.0,dif
C1214594223-SCIOPS,SCIOPS,COLUMBIA/LDEO/MGDS,Not provided,dif
C1214110964-SCIOPS,SCIOPS,UCAR/NCAR/CISL/RDA,Not provided,dif
C1214610756-SCIOPS,SCIOPS,BSSBM/S-V,Version 1.0,dif
C1214621437-SCIOPS,SCIOPS,NASA/JPL/QUIKSCAT,Not provided,dif
C1214612277-SCIOPS,SCIOPS,UMAINE/SMS/DMC,Not provided,dif
C1214613506-SCIOPS,SCIOPS,DOI/USGS/BRD/LSC,Not provided,dif
C1214599989-SCIOPS,SCIOPS,CRED,Not provided,dif
C1214586662-SCIOPS,SCIOPS,IOBIS/OBIS-SEAMAP,Not provided,dif
C1297316479-SCIOPS,SCIOPS,FR/CNES,Not provided,dif
C1214598487-SCIOPS,SCIOPS,KR/KOPRI,Not provided,dif
C1214604087-SCIOPS,SCIOPS,ReCREMA,Not provided,dif
C1214611294-SCIOPS,SCIOPS,UG/UWA,1t,dif
C1214055416-SCIOPS,SCIOPS,UCAR/NCAR/CISL/RDA,Not provided,dif
C1214595057-SCIOPS,SCIOPS,NSIDC,Not provided,dif
C1214621659-SCIOPS,SCIOPS,LA/DWF/MFD,Not provided,dif
C1214591224-SCIOPS,SCIOPS,NZ/NZAI/ANZ,Not provided,dif
C1214155084-SCIOPS,SCIOPS,LTER/GCE,Not provided,dif
C1214615373-SCIOPS,SCIOPS,CA/MN,Not provided,dif
C1214590971-SCIOPS,SCIOPS,UNEP/ROAP,Not provided,dif
C1214603521-SCIOPS,SCIOPS,UC-BERKELEY/MVZ,Not provided,dif
C1214593253-SCIOPS,SCIOPS,NZ/NZAI/ANZ,Not provided,dif
C1214615496-SCIOPS,SCIOPS,CA/NRCAN/ESS/GC/CCRS/GEO,Not provided,dif
C1214594087-SCIOPS,SCIOPS,NZ/NZAI/ANZ,Not provided,dif
C1214621673-SCIOPS,SCIOPS,DRI/DHS,Not provided,dif
C1214608980-SCIOPS,SCIOPS,U-LIVERPOOL/BIO/PEML,Not provided,dif
C1214607664-SCIOPS,SCIOPS,EMBRAPA,Not provided,dif
C1214597714-SCIOPS,SCIOPS,IOBIS/OBIS-US,Not provided,dif
C1214602058-SCIOPS,SCIOPS,ACADIS,Not provided,dif
C1214155439-SCIOPS,SCIOPS,ICSU/SCAR/SCAR-MARBIN,Not provided,dif
C1214605400-SCIOPS,SCIOPS,NASA/JSC/CEO/ESRS,Not provided,dif
C1214608027-SCIOPS,SCIOPS,DOE/ORNL/ESD/CDIAC,April 2004,dif
C1214605859-SCIOPS,SCIOPS,JGOFS/US_JGOFS,Not provided,dif
C1214621709-SCIOPS,SCIOPS,GOMOOS,Not provided,dif
C1214608993-SCIOPS,SCIOPS,CA/NRCAN/ESS/GC/CCRS/GEO,Not provided,dif
C1214590119-SCIOPS,SCIOPS,IOBIS/OBIS-AUSTRALIA,Not provided,dif
C1221969630-SCIOPS,SCIOPS,DOE/ORNL/NGEE_ARCTIC,Not provided,dif
C1214614071-SCIOPS,SCIOPS,IL/DNR/GS,1.1,dif
C1214597554-SCIOPS,SCIOPS,CN/FENGYUN,Not provided,dif
C1214584536-SCIOPS,SCIOPS,PDX/PHYSICS,Not provided,dif
C1214613470-SCIOPS,SCIOPS,ES/CSIC/MNCN,Not provided,dif
C1214614130-SCIOPS,SCIOPS,IL/DNR/GS,2.0,dif
C1214603943-SCIOPS,SCIOPS,DOI/USGS/SESC/SOFIA,Not provided,dif
C1214613890-SCIOPS,SCIOPS,UHI/SOEST/OCEAN,Not provided,dif
C1214586402-SCIOPS,SCIOPS,IOBIS/OBIS-SEAMAP,Not provided,dif
C1214599950-SCIOPS,SCIOPS,WRI,Not provided,dif
C1423781825-SCIOPS,SCIOPS,USAP-DC,Not provided,dif
C1214378191-SCIOPS,SCIOPS,DOC/NOAA/GFDL,CM2.1,dif
C1214584239-SCIOPS,SCIOPS,UCAR/NCAR/EOL/CODIAC,Not provided,dif
C1214605389-SCIOPS,SCIOPS,COLUMBIA/LDEO/MGDS,Not provided,dif
C1214598524-SCIOPS,SCIOPS,KR/KOPRI,Not provided,dif
C1407209428-SCIOPS,SCIOPS,NSIDC_AGDC,1,dif
C1214610781-SCIOPS,SCIOPS,EPA/PNW,Not provided,dif
C1214614587-SCIOPS,SCIOPS,NASA/GSFC/SED/HSD/SPL/SOHO,Not provided,dif
C1214600193-SCIOPS,SCIOPS,NL/RIVM,Not provided,dif
C1214155464-SCIOPS,SCIOPS,ICSU/SCAR/SCAR-MARBIN,Not provided,dif
C1214597985-SCIOPS,SCIOPS,CN/FENGYUN,Not provided,dif
C1214615605-SCIOPS,SCIOPS,DRI/DHS,Not provided,dif
C1214605512-SCIOPS,SCIOPS,UK/NCAS/BADC,Not provided,dif
C1214611935-SCIOPS,SCIOPS,CA/NRCAN/ESS/GC/CCRS/GEO,Not provided,dif
C1214590762-SCIOPS,SCIOPS,USC/BARUCH/BMFL/NIWB,Not provided,dif
C1214055023-SCIOPS,SCIOPS,UCAR/NCAR/CISL/RDA,Not provided,dif
C1214586822-SCIOPS,SCIOPS,OR-STATE/GEO,Not provided,dif
C1214621510-SCIOPS,SCIOPS,CA/NRCAN/ESS/GC/CCRS/GEO,Not provided,dif
C1214600018-SCIOPS,SCIOPS,UK/NERC/BAS/AEDC,Not provided,dif
C1214598609-SCIOPS,SCIOPS,KR/KOPRI,Not provided,dif
C1214587076-SCIOPS,SCIOPS,CN/NADC,Not provided,dif
C1214584622-SCIOPS,SCIOPS,UCAR/NCAR/EOL,Not provided,dif
C1214584574-SCIOPS,SCIOPS,SCRIPPS/IOD,Not provided,dif
C1214615498-SCIOPS,SCIOPS,CA/NRCAN/ESS/GC/CCRS/GEO,Not provided,dif
C1214155402-SCIOPS,SCIOPS,CGIAR/ICRAF/WAC,Not provided,dif
C1214613384-SCIOPS,SCIOPS,UK/NERC/BODC,Not provided,dif
C1214607404-SCIOPS,SCIOPS,USDA/ARS/NGPRL,Not provided,dif
C1214153574-SCIOPS,SCIOPS,LTER/MCM,Not provided,dif
C1214591398-SCIOPS,SCIOPS,ES/CPE/CNDA,Not provided,dif
C1214592146-SCIOPS,SCIOPS,MA/MASSGIS,Not provided,dif
C1214586068-SCIOPS,SCIOPS,BE/VLIZ,22 Apr 2005,dif
C1214595501-SCIOPS,SCIOPS,UNEP/DEWA,Not provided,dif
C1214615399-SCIOPS,SCIOPS,CA/EC/EMAN,Not provided,dif
C1214590069-SCIOPS,SCIOPS,JP/MEXT/NIPR,Not provided,dif
C1214614439-SCIOPS,SCIOPS,FREIBURG/IPG,1.0,dif10
C1214591705-SCIOPS,SCIOPS,NASA/GSFC/SED/ESD/GISS,Not provided,dif
C1214615386-SCIOPS,SCIOPS,CA/DFO/CHS,Not provided,dif
C1214056488-SCIOPS,SCIOPS,UCAR/NCAR/CISL/RDA,Not provided,dif
C1214594261-SCIOPS,SCIOPS,COLUMBIA/LDEO/MGDS,Not provided,dif
C1214136184-SCIOPS,SCIOPS,DHHS/NIH/NLM/NCBI/GB,Not provided,dif
C1214612055-SCIOPS,SCIOPS,NASA/GSFC/SED/ESD/GISS,Not provided,dif
C1214595181-SCIOPS,SCIOPS,JP/MEXT/NIPR,Not provided,dif
C1214600610-SCIOPS,SCIOPS,ACADIS,Not provided,dif
C1214584684-SCIOPS,SCIOPS,CA/DFO,Not provided,dif
C1214589870-SCIOPS,SCIOPS,IOBIS/OBIS-SEAMAP,Not provided,dif
C1214591152-SCIOPS,SCIOPS,NZ/NZAI/ANZ,Not provided,dif
C1214593820-SCIOPS,SCIOPS,DOI/USGS/SESC/SOFIA,Not provided,dif
C1214602317-SCIOPS,SCIOPS,ACADIS,Not provided,dif
C1214595303-SCIOPS,SCIOPS,SE/ME/SMHI,1,dif
C1214595194-SCIOPS,SCIOPS,CN/MLR/SOA/SIO,Not provided,dif
C1214584251-SCIOPS,SCIOPS,DOI/USGS/GEOG/NSDI/GEOSCI,Not provided,dif
C1214615506-SCIOPS,SCIOPS,DOI/USGS/PUBS/ER/PW/OFS,1.0,dif
C1214598016-SCIOPS,SCIOPS,CN/FENGYUN,Not provided,dif
C1214610435-SCIOPS,SCIOPS,EPA/PNW,Not provided,dif
C1214614279-SCIOPS,SCIOPS,RUTGERS/IMCS/COOL,Not provided,dif
C1214597987-SCIOPS,SCIOPS,CN/FENGYUN,Not provided,dif
C1214598102-SCIOPS,SCIOPS,USAP/DCC,Not provided,dif
C1214153561-SCIOPS,SCIOPS,LTER/GCE,Not provided,dif
